cor,secao,retranca
s6,SMS-3 - SUPRI,CPADCDM
s6,SMS-34,CPAEADM
s6,"CECOM - DIVISÃO TÉCNICA DE FISCALIZAÇÃO , COMUNICAÇÃO E INFORMAÇÃO",CPAFADM
s6,CEFOR - CENTRO DE FORMAÇÃO E DESENVOLVIMENTO DOS TRABALHADORES DA SAÚDE,CPAGADM
s6,SMS - BRIGADEIRO,CPAHADM
s6,SMS - DTT,CPAIADM
s6,CONSELHOS GESTORES DA SMS,CPAJADM
s10,HOSP. MUN. E MAT. ESCOLA DR. MÁRIO DE MORAES ALTENFELDER DA SILVA,CPAKADM
s10,ASPLAN - ASSESSORIA DE PLANEJAMENTO,CPBAADM
s10,CENTRO DE CONTROLE DE ZOONOZES - CCZ,CPCAADM
s10,"CENTRO DE EPIDEMIOLOGIA , PESQUISA E INFORMAÇÕES - CEPI",CPDAADM
s10,CENTRO PARA ORGANIZAÇÃO DA ATENÇÃO A SAÚDE,CPEAADM
s6,CENTRO DE RECURSOS HUMANOS - CRH,CPFAADM
s6,CENTRO DE RECURSOS HUMANOS - CRH-1,CPFABDM
s6,CENTRO DE RECURSOS HUMANOS - CRH-2,CPFACDM
s6,CENTRO DE RECURSOS HUMANOS - CRH-3,CPFADDM
s6,CENTRO DE RECURSOS HUMANOS - CRH-INFO,CPFAEDM
s10,COORDENAÇÃO DE VIGILÂNCIA EM SAÚDE - COVISA,CPGAADM
s10,COORDENADORIA REGIONAL DE SAÚDE SUDESTE,CPLAADM
s10,COORDENADORIA REGIONAL DE SAÚDE LESTE,CPMAADM
s10,COORDENADORIA REGIONAL DE SAÚDE CENTRO-OESTE,CPNAADM
s10,COORDENADORIA REGIONAL DE SAÚDE SUL,CPOAADM
s10,COORDENADORIA REGIONAL DE SAÚDE NORTE,CPPAADM
s6,ASSESSORIA JURÍDICA,CPPABDM
s5,AUTARQUIA HOSPITALAR MUNICIPAL,
s6,GABINETE DO SUPERINTENDENTE,CPWAADM
s6,ASSESSORIA JURÍDICA,CPWABDM
s6,DIRETORIA DE GESTÃO DE PESSOAL,CPWBADM
s5,SERVIÇO FUNERÁRIO DO MUNICÍPIO DE SÃO PAULO,
s6,GABINETE DO SUPERINTENDENTE,CQAAADM
s10,DEPARTAMENTO  DE ADMINISTRAÇÃO E FINANÇAS,CQCAADM
s6,DEPARTAMENTO  DE ADMINISTRAÇÃO E FINANÇAS - VILA MARIA,CQCBADM
s10,DEPARTAMENTO  DE CEMITÉRIOS,CQDAADM
s10,DEPARTAMENTO DE PRODUÇÃO,CQEAADM
s5,SERVIÇOS,
s6,GABINETE DO SECRETÁRIO,CRAAADM
s6,DIVISÃO TÉCNICA DE FROTAS E OFICINA,CRAKADM
s5,AUTORIDADE MUNICIPAL DE LIMPEZA URBANA ,
s6,GABINETE DO SECRETÁRIO,CRHAADM
s6,DIRETORIA DE GESTÃO DE SERVIÇOS,CRHBADM
s10,DEPTO DE ILUMINAÇÃO PÚBLICA,CRFAADM
s5,TRANSPORTES,
s6,GABINETE DO SECRETÁRIO,CSAAADM
s10,DEPTO DE TRANSPORTES INTERNOS,CSCAADM
s10,DEPTO DE OPERAÇÃO E SISTEMA VIÁRIO,CSDAADM
s6,D.S.V. - ASSESSORIA JURÍDICA,CSDBADM
s6,D.S.V. - 4,CSDCADM
s6,D.S.V. - 401,CSDCBDM
s10,DEPTO DE TRANSPORTES PÚBLICOS,CSEAADM
s6,D.T.P. - 1,CSEBADM
s6,D.T.P. - 3,CSECADM
s5,VERDE E DO MEIO AMBIENTE,
s6,GABINETE DO SECRETÁRIO,CTAAADM
s6,ASSESSORIA JURÍDICA,CTABADM
s6,ASSESSORIA DA CÂMARA TÉCNICA DE COMPENSAÇÃO AMBIENTAL ( CCA ),CTAFADM
s6,ASSESSORIA DE COMUNICAÇÃO E EVENTOS ( ACE ),CTAGADM
s10,DEPTO DE CONTROLE DA QUALIDADE AMBIENTAL,CTBAADM
s6,DEPTO DE CONTROLE DA QUALIDADE AMBIENTAL ( DECONT-1 ),CTBABDM
s6,DEPTO DE CONTROLE DA QUALIDADE AMBIENTAL ( DECONT-2 ),CTBACDM
s6,DEPTO DE CONTROLE DA QUALIDADE AMBIENTAL (DECONT-3 ),CTBADDM
s10,DEPTO DE PLANEJAMENTO AMBIENTAL,CTCAADM
s6,DIVISÃO TÉCNICA DE PLANEJAMENTO,CTCBADM
s6,DIVISÃO TÉCNICA DE POLÍTICAS AMBIENTAIS E TRANSPORTES NÃO MOTORIZADOS,CTCCADM
s6,DIVISÃO TÉCNICA DE SISTEMAS DE INFORMAÇÕES AMBIENTAIS,CTCDADM
s6,DIVISÃO TÉCNICA DE PATRIMÔNIO AMBIENTAL,CTCEADM
s10,DEPTO DE PARQUES E ÁREAS VERDES,CTDAADM
s6,DIVISÃO TÉCNICA DE PROTEÇÃO DE AVALIAÇÃO AMBIENTAL - DPAA,CTDABDM
s6,DIVISÃO TÉCNICA DE UNIDADES DE CONSERVAÇÃO E PROTEÇÃO DA BIODIVERSIDADE,CTDACDM
s6,DIVISÃO TÉCNICA DE MANEJO E CONSERVAÇÃO DE PARQ. E ÁREAS VERDES E REC.NAT. - DEPAVE-5,CTDADDM
s10,DEPTO DE EDUCAÇÃO AMBIENTAL E CULTURA DE PAZ - UMAPAZ,CTEAADM
s6,DIVISÃO TÉCNICA ESCOLA MUNICIPAL DE JARDINAGEM,CTEBADM
s6,DIVISÃO TÉCNICA DE ASTRONOMIA E ASTRIFÍSICA,CTECADM
s6,DIVISÃO TÉCNICA DE FORMAÇÃO,CTEDADM
s6,DIVISÃO TÉCNICA DE DIFUSÃO E PROJETOS DE EDUCAÇÃO AMBIENTAL,CTEEADM
s6,CENTRO DE DOCUMENTAÇÃO TÉCNICA ,CTEFADM
s10,DEPTO DE PARTICIPAÇÃO E FOMENTO A POLÍTICAS PÚBLICAS,CTFAADM
s6,DIVISÃO TÉCNICA DE GERENCIAMENTO DO CADES,CTFBADM
s6,DIVISÃO TÉCNICA DE GERENCIAMENTO DO FEMA/CONFEMA,CTFCADM
s10,DEPTO DE GESTÃO DESCENTRALIZADA,CTGAADM
s6,DIVISÃO TÉCNICA DO NÚCLEO DE GESTÃO DESCENTRALIZADA – NORTE,CTGBADM
s6,DIVISÃO TÉCNICA DO NÚCLEO DE GESTÃO DESCENTRALIZADA - SUL,CTGCADM
s6,DIVISÃO TÉCNICA DO NÚCLEO DE GESTÃO DESCENTRALIZADA - LESTE,CTGDADM
s6,DIVISÃO TÉCNICA DO NÚCLEO DE GESTÃO DESCENTRALIZADA - CENTRO-OESTE,CTGEADM
s10,DEPTO DE ADMINISTRAÇÃO E FINANÇAS,CTHAADM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-1 ),CTHBADM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-2 ),CTHCADM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-2 ),CTHCBDM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-2 ),CTHCCDM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-2 ),CTHCDDM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-3 ),CTHDADM
s5,INFRA-ESTRUTURA URBANA E OBRAS,
s6,GABINETE DO SECRETÁRIO,CUAAADM
s6,COMISSÃO PERMANENTE DE LICITAÇÃO,CUADADM
s10,DEPTO DE CONTROLE E USO DE VIAS PÚBLICAS,CUCAADM
s6,CONVIAS - 1,CUCABDM
s10,DEPTO DE ILUMINAÇÃO PÚBLICA,CUEAADM
s10,SUPERINTENDÊNCIA DE OBRAS VIÁRIAS,CUGAADM
s10,SUPERINTENDÊNCIA DE PROJ. VIÁRIOS,CUIAADM
s6,PROJ - 001,CUIABDM
s6,PROJ - 004,CUIACDM
s6,PROJ - 1,CUIADDM
s6,PROJ - 2,CUIAEDM
s6,PROJ - 3,CUIAFDM
s6,PROJ - 4,CUIAGDM
s6,PROJ - CEC,CUIAHDM
s10,DEPTO DE EDIFICAÇÕES,CUJAADM
s5,CÂMARA MUNICIPAL,
s6,CONCURSOS,CWBAADM
s6,CÂMARA,CWBBAMD
s6,CÂMARA,CWBCADM
s6,CÂMARA,CWBDAMD
s5,COMPANHIA DE ENGENHARIA DE TRAFEGO,
s6,GABINETE DO PRESIDENTE,CWCAADM
s6,GERENCIA DE RECURSOS HUMANOS  / DEPTO DE PLANEJ. E DESENV. DE RH - DPD ,CWCEADM
s5,COMPANHIA METROPOLITANA DE HABITAÇÃO,
s6,GABINETE DO PRESIDENTE,CWDAADM
s6,COHAB - LICITAÇÕES,CWDBADM
s6,COHAB -  SUPRIMENTOS,CWDCADM
s6,COHAB - CONTABILIDADE,CWDDADM
s6,COHAB -  RECURSOS HUMANOS,CWDEADM
s5,EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,
s6,GABINETE DO PRESIDENTE,CWEAADM
s5,SÃO PAULO URBANISMO,
s6,GABINETE DO PRESIDENTE,CWFAADM
s5,SÃO PAULO OBRAS,
s6,GABINETE DO PRESIDENTE,CWFABDM
s5,SÂO PAULO TRANSPORTES,
s6,GABINETE DO PRESIDENTE,CWGAADM
s6,PLANEJAMENTO EMPRESARIAL - RH,CWGBADM
s5,TRIBUNAL DE CONTAS,
s6,GABINETE DO PRESIDENTE,CWHABDM
s5,SÃO PAULO TURISMO,
s6,GABINETE DO PRESIDENTE,CWIAADM
s6,SÃO PAULO TURISMO - JURIDICO,CWIBADM
s6,SÃO PAULO TURISMO - COMPRAS,CWICADM
s5,SÃO PAULO NEGÓCIOS,
s6,GABINETE DO PRESIDENTE,CWJAADM
s5,COMPANHIA SÃO PAULO DE DESENVOLVIMENTO E MOBILIZAÇÃO DE ATIVOS,
s6,GABINETE DO PRESIDENTE,CWKAADM
s5,COMPANHIA PAULISTANA DE SECURITIZAÇÃO,
s6,GABINETE DO PRESIDENTE,CWLAADM
s2,EDITAIS,
s5,GABINETE DO SECRETÁRIO DO PREFEITO,DAAAADM
s6,LEIS,DABAADM
s6,DECRETOS,DACAADM
s6,RETIFICAÇÕES E RAZÕES DO VETO E EXTRATO DE CONVÊNIO E CONSÓRCIO,DADAADM
s6,PORTARIAS,DAEAADM
s6,TITULOS DE NOMEAÇÃO,DAFAADM
s6,ORDEM INTERNA,DAGAADM
s6,DESPACHOS DO PREFEITO,DAHAADM
s6,DESPACHOS DO CHEFE DE GABINETE DO SECRETÁRIO,DAIAADM
s5,GOVERNO MUNICIPAL,
s6,GABINETE DO SECRETÁRIO,DBAAADM
s7,CONSELHO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA – COMAP,DBBEADM
s5,SEGURANÇA URBANA,
s6,GABINETE DO SECRETÁRIO,DBCAADM
s10,CENTRO DE FORMAÇÃO EM SEGURANÇA URBANA,DBCABDM
s10,CORREGEDORIA GERAL DA GUARDA CIVIL METROPOLITANA,DBCBADM
s10,GUARDA CIVIL METROPOLITANA,DBCCADM
s6,GCM - DEPTO PESSOAL,DBCCBDM
s6,OUVIDORIA DA GUARDA CIVIL METROPOLITANA,DBCCCDM
s10,SUPERVISÃO GERAL DAS JUNTAS DE SERVIÇO MILITAR,DBDAADM
s10,COODENADORIA MUNICIPAL DE DEFESA CIVIL - COMDEC,DBEAADM
s5,COMUNICAÇÃO,
s6,GABINETE DO SECRETÁRIO,DBMAADM
s6,RECURSOS HUMANOS,DBMAHDM
s5,TRABALHO E DO EMPREENDEDORISMO,
s6,GABINETE DO SECRETÁRIO,DBNAADM
s6,COMITÊ DE CONSTRUÇÃO DO ESTÁDIO DA COPA DO MUNDO DE FUTEBOL DE 2014,DBNBADM
s11,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,DBNDADM
s5,DIREITOS HUMANOS E CIDADANIA,
s6,GABINETE DO SECRETÁRIO,DBNXIDM
s6,COORDENADORIA DA JUVENTUDE,DBNXJDM
s6,COORDENADORIA DA MULHER,DBNXKDM
s6,COORDENADORIA DE ASSUNTOS DA POPULAÇÃO NEGRA,DBNXLDM
s6,COORDENADORIA DO IDOSO,DBNXMDM
s6,COORDENADORIA DE ASSUNTOS DE DIVERSIDADE SEXUAL,DBNXNDM
s6,COORDENADORIA DE PARTICIPAÇÃO SOCIAL,DBNXODM
s6,CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE,DBNXPDM
s6,CONSELHO MUNICIPAL DO IDOSO,DBNXQDM
s6,CONSELHO MUNICIPAL DE POLÍTICAS PÚBLICAS DE DROGAS E ÁLCOOL,DBNXRDM
s6,COMISSÃO DA MEMÓRIA E VERDADE,DBNXSDM
s5,CONTROLADORIA GERAL DO MUNICÍPIO,
s6,GABINETE DO OUVIDOR,DBOAADM
s5,RELAÇÕES INTERNACIONAIS E FEDERATIVAS,
s6,GABINETE DO SECRETÁRIO,DBPAADM
s5,PROMOÇÃO DA IGUALDADE RACIAL,
s6,GABINETE DO SECRETÁRIO,DBQAADM
s5,POLÍTICAS PARA AS MULHERES,
s6,GABINETE DA SECRETÁRIA,DBRAADM
s5,PESSOA COM DEFICIÊNCIA E MOBILIDADE REDUZIDA,
s6,GABINETE DA SECRETÁRIA,DCSAADM
s6,COORDENADORIA GERAL DE RELAÇÕES INSTITUCIONAIS GOVERNAMENTAIS,DCSBADM
s6,COORDENADORIA GERAL DE RELAÇÕES COM A SOCIEDADE CIVIL,DCSCADM
s6,COMISSÃO PERMANENTE DE ACESSIBILIDADE – CPA,DCSDADM
s6,CONSELHO MUNICIPAL DA PESSOA COM DEFICIÊNCIA,DCSEADM
s6,COODENADORIA DE PROJETOS DE INCLUSÃO - CPI,DCSFADM
s6,COODENADORIA DE ADMINISTRAÇÃO E FINANÇAS,DCSGADM
s5,"PLANEJAMENTO, ORÇAMENTO E GESTÃO",
s6,GABINETE DA SECRETÁRIA,DDAAADM
s6,ASSESSORIA DE SISTEMAS E MÉTODOS - ASM,DDABADM
s6,CONSELHO MUNICIPAL DE ALIMENTAÇÃO ESCOLAR,DDACADM
s10,COORDENADORIA DE GESTÃO DE DOCUMENTOS PÚBLICOS,DDBAADM
s10,COMISSÃO PERMANENTE DE PROCESSOS EXTRAVIADOS - CPPE,DDBBADM
s6,DIVISÃO DOS PROCESSOS MUNICIPAIS,DDBCADM
s6,DIVISÃO DO ARQUIVO MUNICIPAL DE PROCESSOS,DDBDADM
s10,COORDENADORIA DE MODERNIZAÇÃO E TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,DDBJADM
s10,COORDENADORIA DE ADMINISTRAÇÃO E FINANÇAS,DDCAADM
s6,DIVISÃO TÉCNICA DE CONTROLE ORÇAMENTÁRIO,DDCCADM
s6,DIVISÃO FINANCEIRO-24,DDCCDDM
s10,COORDENADORIA DE GESTÃO DE BENS E SERVIÇOS - COBES,DDCXADM
s6,DEPTO DE GESTÃO DE SUPRIMENTOS E SERVIÇOS - DGSS,DDDAADM
s6,COMISSÃO MUNICIPAL DE CONTROLE DE PREÇOS DE MATERIAIS - COMPRENS,DDDABDM
s6,"DIVISÃO TÉC. DE PADRONIZAÇÃO, CONTROLE DE QUALIDADE E COMPRAS DE MATERIAIS - DGSS-2",DDDCADM
s6,SEÇÃO DE COMPRAS E SERVIÇOS - DGSS-21,DDDCBDM
s6,SEÇÃO DE CADASTRO DE FORNECEDORES - DGSS-24,DDDCCDM
s6,DIVISÃO TÉC. DE PLANEJAMENTO E GESTÃO DE SUPRIMENTOS - DGSS-4,DDDEADM
s10,COORDENADORIA DE GESTÃO DE PESSOAS - COGEP,DDDXADM
s6,DEPTO DE SAÚDE DO SERVIDOR - DESS,DDEAADM
s6,DESS-1,DDECADM
s6,DIVISÃO DE APOIO TÉCNICO - DESS-2,DDEGADM
s6,DEPARTAMENTO DE RECURSOS HUMANOS,DDFAADM
s6,DEPTO DE DESENVOLVIMENTO DE PESSOAL,DDHAADM
s10,COORDENADORIA DE GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO – CGTIC,DDNAADM
s10,DEPARTAMENTO DE GESTÃO DO PATRIMÔNIO IMOBILIÁRIO,DDOAADM
s5,COORDENAÇÃO DAS SUBPREFEITURAS,
s6,GABINETE DO SECRETÁRIO,DEAAADM
s6,SUPERVISÃO GERAL DE RECURSOS HUMANOS,DEADADM
s6,SUPERVISÃO GERAL DE ABASTECIMENTO,DEADBDM
s6,UNIDADE DE COMUNICAÇÃO,DEAEADM
s6,COORDENADORIA GERAL DE LICITAÇÃO,DEAFADM
s6,ASSESSORIA TÉCNICA DE ASSUNTOS JURÍDICOS,DEAHADM
s6,SUPERVISÃO GERAL DE USO E OCUPAÇÃO DO SOLO,DEAJADM
s6,ASSESSORIA TÉCNICA DE ASSUNTOS ECONÔMICOS E FINANCEIROS,DEALADM
s6,ASSESSORIA TÉCNICA DE OBRAS,DEANADM
s6,ASSESSORIA TÉCNICA DE SISTEMAS DE INFORMÁTICA,DEAPADM
s6,SUPERINTENDENCIA DAS USINAS DE ASFALTO - SPUA,DEBAADM
s6,SUPERINTENDENCIA DAS USINAS DE ASFALTO - SPUA,DEBBBDM
s6,SUPERVISÃO DE TRANSPORTES INTERNOS - STI,DEDAADM
s5,Aricanduva/Formosa/Carrão,
s6,GABINETE DO SUBPREFEITO,DEHBADM
s6,Coordenadoria de Ação Social e Desenvolvimento,DEHBEDM
s6,Supervisão de Assistência Social,DEHBFDM
s6,Supervisão de Esportes e Lazer,DEHBGDM
s6,Supervisão de Segurança Alimentar,DEHBHDM
s6,Supervisão de Cultura,DEHBIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,DEHBJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,DEHBKDM
s6,Supervisão Técnica de Fiscalização,DEHBLDM
s6,Supervisão Técnica de Planejamento Urbano,DEHBMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,DEHBNDM
s6,Supervisão Técnica de Limpeza Pública,DEHBODM
s6,Supervisão Técnica de Manutenção,DEHBPDM
s6,Coordenadoria de Projetos e Obras Novas,DEHBQDM
s6,Coordenadoria de Educação,DEHBRDM
s6,Supervisão Escolar,DEHBSDM
s6,Coordenadoria de Saúde,DEHBTDM
s6,Supervisão de Vigilância em Saúde,DEHBUDM
s6,Coordenadoria de Administração e Finanças,DEHBVDM
s6,Supervisão de Administração,DEHBWDM
s6,Supervisão de Gestão de Pessoas,DEHBXDM
s6,Supervisão de Finanças,DEHBYDM
s6,Supervisão de Suprimentos,DEHBZDM
s5,Butantã,
s6,GABINETE DO SUBPREFEITO,DEHCADM
s6,Coordenadoria de Ação Social e Desenvolvimento,DEHCEDM
s6,Supervisão de Assistência Social,DEHCFDM
s6,Supervisão de Esportes e Lazer,DEHCGDM
s6,Supervisão de Segurança Alimentar,DEHCHDM
s6,Supervisão de Cultura,DEHCIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,DEHCJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,DEHCKDM
s6,Supervisão Técnica de Fiscalização,DEHCLDM
s6,Supervisão Técnica de Planejamento Urbano,DEHCMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,DEHCNDM
s6,Supervisão Técnica de Limpeza Pública,DEHCODM
s6,Supervisão Técnica de Manutenção,DEHCPDM
s6,Coordenadoria de Projetos e Obras Novas,DEHCQDM
s6,Coordenadoria de Educação,DEHCRDM
s6,Supervisão Escolar,DEHCSDM
s6,Coordenadoria de Saúde,DEHCTDM
s6,Supervisão de Vigilância em Saúde,DEHCUDM
s6,Coordenadoria de Administração e Finanças,DEHCVDM
s6,Supervisão de Administração,DEHCWDM
s6,Supervisão de Gestão de Pessoas,DEHCXDM
s6,Supervisão de Finanças,DEHCYDM
s6,Supervisão de Suprimentos,DEHCZDM
s5,Campo Limpo,
s6,GABINETE DO SUBPREFEITO,DEHDADM
s6,Coordenadoria de Ação Social e Desenvolvimento,DEHDEDM
s6,Supervisão de Assistência Social,DEHDFDM
s6,Supervisão de Esportes e Lazer,DEHDGDM
s6,Supervisão de Segurança Alimentar,DEHDHDM
s6,Supervisão de Cultura,DEHDIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,DEHDJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,DEHDKDM
s6,Supervisão Técnica de Fiscalização,DEHDLDM
s6,Supervisão Técnica de Planejamento Urbano,DEHDMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,DEHDNDM
s6,Supervisão Técnica de Limpeza Pública,DEHDODM
s6,Supervisão Técnica de Manutenção,DEHDPDM
s6,Coordenadoria de Projetos e Obras Novas,DEHDQDM
s6,Coordenadoria de Educação,DEHDRDM
s6,Supervisão Escolar,DEHDSDM
s6,Coordenadoria de Saúde,DEHDTDM
s6,Supervisão de Vigilância em Saúde,DEHDUDM
s6,Coordenadoria de Administração e Finanças,DEHDVDM
s6,Supervisão de Administração,DEHDWDM
s6,Supervisão de Gestão de Pessoas,DEHDXDM
s6,Supervisão de Finanças,DEHDYDM
s6,Supervisão de Suprimentos,DEHDZDM
s5,Casa Verde - Cachoeirinha,
s6,GABINETE DO SUBPREFEITO,DEHEADM
s6,Coordenadoria de Ação Social e Desenvolvimento,DEHEEDM
s6,Supervisão de Assistência Social,DEHEFDM
s6,Supervisão de Esportes e Lazer,DEHEGDM
s6,Supervisão de Segurança Alimentar,DEHEHDM
s6,Supervisão de Cultura,DEHEIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,DEHEJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,DEHEKDM
s6,Supervisão Técnica de Fiscalização,DEHELDM
s6,Supervisão Técnica de Planejamento Urbano,DEHEMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,DEHENDM
s6,Supervisão Técnica de Limpeza Pública,DEHEODM
s6,Supervisão Técnica de Manutenção,DEHEPDM
s6,Coordenadoria de Projetos e Obras Novas,DEHEQDM
s6,Coordenadoria de Educação,DEHERDM
s6,Supervisão Escolar,DEHESDM
s6,Coordenadoria de Saúde,DEHETDM
s6,Supervisão de Vigilância em Saúde,DEHEUDM
s6,Coordenadoria de Administração e Finanças,DEHEVDM
s6,Supervisão de Administração,DEHEWDM
s6,Supervisão de Gestão de Pessoas,DEHEXDM
s6,Supervisão de Finanças,DEHEYDM
s6,Supervisão de Suprimentos,DEHEZDM
s5,Cidade Ademar,
s6,GABINETE DO SUBPREFEITO,DEHFADM
s6,Coordenadoria de Ação Social e Desenvolvimento,DEHFEDM
s6,Supervisão de Assistência Social,DEHFFDM
s6,Supervisão de Esportes e Lazer,DEHFGDM
s6,Supervisão de Segurança Alimentar,DEHFHDM
s6,Supervisão de Cultura,DEHFIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,DEHFJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,DEHFKDM
s6,Supervisão Técnica de Fiscalização,DEHFLDM
s6,Supervisão Técnica de Planejamento Urbano,DEHFMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,DEHFNDM
s6,Supervisão Técnica de Limpeza Pública,DEHFODM
s6,Supervisão Técnica de Manutenção,DEHFPDM
s6,Coordenadoria de Projetos e Obras Novas,DEHFQDM
s6,Coordenadoria de Educação,DEHFRDM
s6,Supervisão Escolar,DEHFSDM
s6,Coordenadoria de Saúde,DEHFTDM
s6,Supervisão de Vigilância em Saúde,DEHFUDM
s6,Coordenadoria de Administração e Finanças,DEHFVDM
s6,Supervisão de Administração,DEHFWDM
s6,Supervisão de Gestão de Pessoas,DEHFXDM
s6,Supervisão de Finanças,DEHFYDM
s6,Supervisão de Suprimentos,DEHFZDM
s5,Cidade Tiradentes,
s6,GABINETE DO SUBPREFEITO,DEHGADM
s6,Coordenadoria de Ação Social e Desenvolvimento,DEHGEDM
s6,Supervisão de Assistência Social,DEHGFDM
s6,Supervisão de Esportes e Lazer,DEHGGDM
s6,Supervisão de Segurança Alimentar,DEHGHDM
s6,Supervisão de Cultura,DEHGIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,DEHGJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,DEHGKDM
s6,Supervisão Técnica de Fiscalização,DEHGLDM
s6,Supervisão Técnica de Planejamento Urbano,DEHGMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,DEHGNDM
s6,Supervisão Técnica de Limpeza Pública,DEHGODM
s6,Supervisão Técnica de Manutenção,DEHGPDM
s6,Coordenadoria de Projetos e Obras Novas,DEHGQDM
s6,Coordenadoria de Educação,DEHGRDM
s6,Supervisão Escolar,DEHGSDM
s6,Coordenadoria de Saúde,DEHGTDM
s6,Supervisão de Vigilância em Saúde,DEHGUDM
s6,Coordenadoria de Administração e Finanças,DEHGVDM
s6,Supervisão de Administração,DEHGWDM
s6,Supervisão de Gestão de Pessoas,DEHGXDM
s6,Supervisão de Finanças,DEHGYDM
s6,Supervisão de Suprimentos,DEHGZDM
s5,Ermelino Matarazzo,
s6,GABINETE DO SUBPREFEITO,DEHHADM
s6,Coordenadoria de Ação Social e Desenvolvimento,DEHHEDM
s6,Supervisão de Assistência Social,DEHHFDM
s6,Supervisão de Esportes e Lazer,DEHHGDM
s6,Supervisão de Segurança Alimentar,DEHHHDM
s6,Supervisão de Cultura,DEHHIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,DEHHJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,DEHHKDM
s6,Supervisão Técnica de Fiscalização,DEHHLDM
s6,Supervisão Técnica de Planejamento Urbano,DEHHMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,DEHHNDM
s6,Supervisão Técnica de Limpeza Pública,DEHHODM
s6,Supervisão Técnica de Manutenção,DEHHPDM
s6,Coordenadoria de Projetos e Obras Novas,DEHHQDM
s6,Coordenadoria de Educação,DEHHRDM
s6,Supervisão Escolar,DEHHSDM
s6,Coordenadoria de Saúde,DEHHTDM
s6,Supervisão de Vigilância em Saúde,DEHHUDM
s6,Coordenadoria de Administração e Finanças,DEHHVDM
s6,Supervisão de Administração,DEHHWDM
s6,Supervisão de Gestão de Pessoas,DEHHXDM
s6,Supervisão de Finanças,DEHHYDM
s6,Supervisão de Suprimentos,DEHHZDM
s5,Freguesia - Brasilândia,
s6,GABINETE DO SUBPREFEITO,DEHIADM
s6,Coordenadoria de Ação Social e Desenvolvimento,DEHIEDM
s6,Supervisão de Assistência Social,DEHIFDM
s6,Supervisão de Esportes e Lazer,DEHIGDM
s6,Supervisão de Segurança Alimentar,DEHIHDM
s6,Supervisão de Cultura,DEHIIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,DEHIJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,DEHIKDM
s6,Supervisão Técnica de Fiscalização,DEHILDM
s6,Supervisão Técnica de Planejamento Urbano,DEHIMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,DEHINDM
s6,Supervisão Técnica de Limpeza Pública,DEHIODM
s6,Supervisão Técnica de Manutenção,DEHIPDM
s6,Coordenadoria de Projetos e Obras Novas,DEHIQDM
s6,Coordenadoria de Educação,DEHIRDM
s6,Supervisão Escolar,DEHISDM
s6,Coordenadoria de Saúde,DEHITDM
s6,Supervisão de Vigilância em Saúde,DEHIUDM
s6,Coordenadoria de Administração e Finanças,DEHIVDM
s6,Supervisão de Administração,DEHIWDM
s6,Supervisão de Gestão de Pessoas,DEHIXDM
s6,Supervisão de Finanças,DEHIYDM
s6,Supervisão de Suprimentos,DEHIZDM
s5,Guaianases,
s6,GABINETE DO SUBPREFEITO,DEHJADM
