urn_p1,urn_p2,urn_p3,name,NOTA
br,pi,domingos.mourao,Domingos Mourão,
br,pi,elesbao.veloso,Elesbão Veloso,
br,pi,eliseu.martins,Eliseu Martins,
br,pi,esperantina,Esperantina,
br,pi,fartura.piaui,Fartura do Piauí,
br,pi,flores.piaui,Flores do Piauí,
br,pi,floresta.piaui,Floresta do Piauí,
br,pi,floriano,Floriano,
br,pi,francinopolis,Francinópolis,
br,pi,francisco.ayres,Francisco Ayres,
br,pi,francisco.macedo,Francisco Macedo,
br,pi,francisco.santos,Francisco Santos,
br,pi,fronteiras,Fronteiras,
br,pi,geminiano,Geminiano,
br,pi,gilbues,Gilbués,
br,pi,guadalupe,Guadalupe,
br,pi,guaribas,Guaribas,
br,pi,hugo.napoleao,Hugo Napoleão,
br,pi,ilha.grande,Ilha Grande,
br,pi,inhuma,Inhuma,
br,pi,ipiranga.piaui,Ipiranga do Piauí,
br,pi,isaias.coelho,Isaías Coelho,
br,pi,itainopolis,Itainópolis,
br,pi,itaueira,Itaueira,
br,pi,jacobina.piaui,Jacobina do Piauí,
br,pi,jaicos,Jaicós,
br,pi,jardim.mulato,Jardim do Mulato,
br,pi,jatoba.piaui,Jatobá do Piauí,
br,pi,jerumenha,Jerumenha,
br,pi,joao.costa,João Costa,
br,pi,joaquim.pires,Joaquim Pires,
br,pi,joca.marques,Joca Marques,
br,pi,jose.freitas,José de Freitas,
br,pi,juazeiro.piaui,Juazeiro do Piauí,
br,pi,julio.borges,Júlio Borges,
br,pi,jurema,Jurema,
br,pi,lagoa.alegre,Lagoa Alegre,
br,pi,lagoa.barro.piaui,Lagoa do Barro do Piauí,
br,pi,lagoa.piaui,Lagoa do Piauí,
br,pi,lagoa.sao.francisco,Lagoa de São Francisco,
br,pi,lagoa.sitio,Lagoa do Sítio,
br,pi,lagoinha.piaui,Lagoinha do Piauí,
br,pi,landri.sales,Landri Sales,
br,pi,luis.correia,Luís Correia,
br,pi,luzilandia,Luzilândia,
br,pi,madeiro,Madeiro,
br,pi,manoel.emidio,Manoel Emídio,
br,pi,marcolandia,Marcolândia,
br,pi,marcos.parente,Marcos Parente,
br,pi,massape.piaui,Massapê do Piauí,
br,pi,matias.olimpio,Matias Olímpio,
br,pi,miguel.alves,Miguel Alves,
br,pi,miguel.leao,Miguel Leão,
br,pi,milton.brandao,Milton Brandão,
br,pi,monsenhor.gil,Monsenhor Gil,
br,pi,monsenhor.hipolito,Monsenhor Hipólito,
br,pi,monte.alegre.piaui,Monte Alegre do Piauí,
br,pi,morro.cabeca.no.tempo,Morro Cabeça no Tempo,
br,pi,morro.chapeu.piaui,Morro do Chapéu do Piauí,
br,pi,murici.portelas,Murici dos Portelas,
br,pi,nazare.piaui,Nazaré do Piauí,
br,pi,nazaria,Nazária,
br,pi,nossa.senhora.nazare,Nossa Senhora de Nazaré,
br,pi,nossa.senhora.remedios,Nossa Senhora dos Remédios,
br,pi,nova.santa.rita,Nova Santa Rita,
br,pi,novo.oriente.piaui,Novo Oriente do Piauí,
br,pi,novo.santo.antonio,Novo Santo Antônio,
br,pi,oeiras,Oeiras,
br,pi,olho.d.agua.piaui,Olho D'Água do Piauí,
br,pi,padre.marcos,Padre Marcos,
br,pi,paes.landim,Paes Landim,
br,pi,pajeu.piaui,Pajeú do Piauí,
br,pi,palmeira.piaui,Palmeira do Piauí,
br,pi,palmeirais,Palmeirais,
br,pi,paqueta,Paquetá,
br,pi,parnagua,Parnaguá,
br,pi,parnaiba,Parnaíba,
br,pi,passagem.franca.piaui,Passagem Franca do Piauí,
br,pi,patos.piaui,Patos do Piauí,
br,pi,pau.d.arco.piaui,Pau D'Arco do Piauí,
br,pi,paulistana,Paulistana,
br,pi,pavussu,Pavussu,
br,pi,pedro.ii,Pedro II,
br,pi,pedro.laurentino,Pedro Laurentino,
br,pi,picos,Picos,
br,pi,pimenteiras,Pimenteiras,
br,pi,pio.ix,Pio IX,
br,pi,piracuruca,Piracuruca,
br,pi,piripiri,Piripiri,
br,pi,porto,Porto,
br,pi,porto.alegre.piaui,Porto Alegre do Piauí,
br,pi,prata.piaui,Prata do Piauí,
br,pi,queimada.nova,Queimada Nova,
br,pi,redencao.gurgueia,Redenção do Gurguéia,
br,pi,regeneracao,Regeneração,
br,pi,riacho.frio,Riacho Frio,
br,pi,ribeira.piaui,Ribeira do Piauí,
br,pi,ribeiro.goncalves,Ribeiro Gonçalves,
br,pi,rio.grande.piaui,Rio Grande do Piauí,
br,pi,santa.cruz.milagres,Santa Cruz dos Milagres,
br,pi,santa.cruz.piaui,Santa Cruz do Piauí,
br,pi,santa.filomena,Santa Filomena,
br,pi,santa.luz,Santa Luz,
br,pi,santa.rosa.piaui,Santa Rosa do Piauí,
br,pi,santana.piaui,Santana do Piauí,
br,pi,santo.antonio.lisboa,Santo Antônio de Lisboa,
br,pi,santo.antonio.milagres,Santo Antônio dos Milagres,
br,pi,santo.inacio.piaui,Santo Inácio do Piauí,
br,pi,sao.braz.piaui,São Braz do Piauí,
br,pi,sao.felix.piaui,São Félix do Piauí,
br,pi,sao.francisco.assis.piaui,São Francisco de Assis do Piauí,
br,pi,sao.francisco.piaui,São Francisco do Piauí,
br,pi,sao.goncalo.gurgueia,São Gonçalo do Gurguéia,
br,pi,sao.goncalo.piaui,São Gonçalo do Piauí,
br,pi,sao.joao.arraial,São João do Arraial,
br,pi,sao.joao.canabrava,São João da Canabrava,
br,pi,sao.joao.fronteira,São João da Fronteira,
br,pi,sao.joao.piaui,São João do Piauí,
br,pi,sao.joao.serra,São João da Serra,
br,pi,sao.joao.varjota,São João da Varjota,
br,pi,sao.jose.divino,São José do Divino,
br,pi,sao.jose.peixe,São José do Peixe,
br,pi,sao.jose.piaui,São José do Piauí,
br,pi,sao.juliao,São Julião,
br,pi,sao.lourenco.piaui,São Lourenço do Piauí,
br,pi,sao.luis.piaui,São Luis do Piauí,
br,pi,sao.miguel.baixa.grande,São Miguel da Baixa Grande,
br,pi,sao.miguel.fidalgo,São Miguel do Fidalgo,
br,pi,sao.miguel.tapuio,São Miguel do Tapuio,
br,pi,sao.pedro.piaui,São Pedro do Piauí,
br,pi,sao.raimundo.nonato,São Raimundo Nonato,
br,pi,sebastiao.barros,Sebastião Barros,
br,pi,sebastiao.leal,Sebastião Leal,
br,pi,sigefredo.pacheco,Sigefredo Pacheco,
br,pi,simoes,Simões,
br,pi,simplicio.mendes,Simplício Mendes,
br,pi,socorro.piaui,Socorro do Piauí,
br,pi,sussuapara,Sussuapara,
br,pi,tamboril.piaui,Tamboril do Piauí,
br,pi,tanque.piaui,Tanque do Piauí,
br,pi,teresina,Teresina,
br,pi,uniao,União,
br,pi,urucui,Uruçuí,
br,pi,valenca.piaui,Valença do Piauí,
br,pi,varzea.branca,Várzea Branca,
br,pi,varzea.grande,Várzea Grande,
br,pi,vera.mendes,Vera Mendes,
br,pi,vila.nova.piaui,Vila Nova do Piauí,
br,pi,wall.ferraz,Wall Ferraz,
br,rj,angra.reis,Angra dos Reis,
br,rj,aperibe,Aperibé,
br,rj,araruama,Araruama,
br,rj,areal,Areal,
br,rj,armacao.buzios,Armação dos Búzios,
br,rj,arraial.cabo,Arraial do Cabo,
br,rj,barra.mansa,Barra Mansa,
br,rj,barra.pirai,Barra do Piraí,
br,rj,belford.roxo,Belford Roxo,
br,rj,bom.jardim,Bom Jardim,
br,rj,bom.jesus.itabapoana,Bom Jesus do Itabapoana,
br,rj,cabo.frio,Cabo Frio,
br,rj,cachoeiras.macacu,Cachoeiras de Macacu,
br,rj,cambuci,Cambuci,
br,rj,campos.goytacazes,Campos dos Goytacazes,
br,rj,cantagalo,Cantagalo,
br,rj,carapebus,Carapebus,
br,rj,cardoso.moreira,Cardoso Moreira,
br,rj,carmo,Carmo,
br,rj,casimiro.abreu,Casimiro de Abreu,
br,rj,comendador.levy.gasparian,Comendador Levy Gasparian,
br,rj,conceicao.macabu,Conceição de Macabu,
br,rj,cordeiro,Cordeiro,
br,rj,duas.barras,Duas Barras,
br,rj,duque.caxias,Duque de Caxias,
br,rj,engenheiro.paulo.frontin,Engenheiro Paulo de Frontin,
br,rj,guapimirim,Guapimirim,
br,rj,iguaba.grande,Iguaba Grande,
br,rj,itaborai,Itaboraí,
br,rj,itaguai,Itaguaí,
br,rj,italva,Italva,
br,rj,itaocara,Itaocara,
br,rj,itaperuna,Itaperuna,
br,rj,itatiaia,Itatiaia,
br,rj,japeri,Japeri,
br,rj,laje.muriae,Laje do Muriaé,
br,rj,macae,Macaé,
br,rj,macuco,Macuco,
br,rj,mage,Magé,
br,rj,mangaratiba,Mangaratiba,
br,rj,marica,Maricá,
br,rj,mendes,Mendes,
br,rj,mesquita,Mesquita,
br,rj,miguel.pereira,Miguel Pereira,
br,rj,miracema,Miracema,
br,rj,natividade,Natividade,
br,rj,nilopolis,Nilópolis,
br,rj,niteroi,Niterói,
br,rj,nova.friburgo,Nova Friburgo,
br,rj,nova.iguacu,Nova Iguaçu,
br,rj,paracambi,Paracambi,
br,rj,paraiba.sul,Paraíba do Sul,
br,rj,paraty,Paraty,
br,rj,paty.alferes,Paty do Alferes,
br,rj,petropolis,Petrópolis,
br,rj,pinheiral,Pinheiral,
br,rj,pirai,Piraí,
br,rj,porciuncula,Porciúncula,
br,rj,porto.real,Porto Real,
br,rj,quatis,Quatis,
br,rj,queimados,Queimados,
br,rj,quissama,Quissamã,
br,rj,resende,Resende,
br,rj,rio.bonito,Rio Bonito,
br,rj,rio.claro,Rio Claro,
br,rj,rio.flores,Rio das Flores,
br,rj,rio.janeiro,Rio de Janeiro,
br,rj,rio.ostras,Rio das Ostras,
br,rj,santa.maria.madalena,Santa Maria Madalena,
br,rj,santo.antonio.padua,Santo Antônio de Pádua,
br,rj,sao.fidelis,São Fidélis,
br,rj,sao.francisco.itabapoana,São Francisco de Itabapoana,
br,rj,sao.goncalo,São Gonçalo,
br,rj,sao.joao.barra,São João da Barra,
br,rj,sao.joao.meriti,São João de Meriti,
br,rj,sao.jose.uba,São José de Ubá,
br,rj,sao.jose.vale.rio.preto,São José do Vale do Rio Preto,
br,rj,sao.pedro.aldeia,São Pedro da Aldeia,
br,rj,sao.sebastiao.alto,São Sebastião do Alto,
br,rj,sapucaia,Sapucaia,
br,rj,saquarema,Saquarema,
br,rj,seropedica,Seropédica,
br,rj,silva.jardim,Silva Jardim,
br,rj,sumidouro,Sumidouro,
br,rj,tangua,Tanguá,
br,rj,teresopolis,Teresópolis,
br,rj,trajano.moraes,Trajano de Moraes,
br,rj,tres.rios,Três Rios,
br,rj,valenca,Valença,
br,rj,varre.sai,Varre-Sai,
br,rj,vassouras,Vassouras,
br,rj,volta.redonda,Volta Redonda,
br,rn,acari,Acari,
br,rn,acu,Açu,
br,rn,afonso.bezerra,Afonso Bezerra,
br,rn,agua.nova,Água Nova,
br,rn,alexandria,Alexandria,
br,rn,almino.afonso,Almino Afonso,
br,rn,alto.rodrigues,Alto do Rodrigues,
br,rn,angicos,Angicos,
br,rn,antonio.martins,Antônio Martins,
br,rn,apodi,Apodi,
br,rn,areia.branca,Areia Branca,
br,rn,ares,Arês,
br,rn,augusto.severo,Augusto Severo,
br,rn,baia.formosa,Baía Formosa,
br,rn,barauna,Baraúna,
br,rn,barcelona,Barcelona,
br,rn,bento.fernandes,Bento Fernandes,
br,rn,boa.saude,Boa Saúde,
br,rn,bodo,Bodó,
br,rn,bom.jesus,Bom Jesus,
br,rn,brejinho,Brejinho,
br,rn,caicara.norte,Caiçara do Norte,
br,rn,caicara.rio.vento,Caiçara do Rio do Vento,
br,rn,caico,Caicó,
br,rn,campo.redondo,Campo Redondo,
br,rn,canguaretama,Canguaretama,
br,rn,caraubas,Caraúbas,
br,rn,carnauba.dantas,Carnaúba dos Dantas,
br,rn,carnaubais,Carnaubais,
br,rn,ceara.mirim,Ceará-Mirim,
br,rn,cerro.cora,Cerro Corá,
br,rn,coronel.ezequiel,Coronel Ezequiel,
br,rn,coronel.joao.pessoa,Coronel João Pessoa,
br,rn,cruzeta,Cruzeta,
br,rn,currais.novos,Currais Novos,
br,rn,doutor.severiano,Doutor Severiano,
br,rn,encanto,Encanto,
br,rn,equador,Equador,
br,rn,espirito.santo,Espírito Santo,
br,rn,extremoz,Extremoz,
br,rn,felipe.guerra,Felipe Guerra,
br,rn,fernando.pedroza,Fernando Pedroza,
br,rn,florania,Florânia,
br,rn,francisco.dantas,Francisco Dantas,
br,rn,frutuoso.gomes,Frutuoso Gomes,
br,rn,galinhos,Galinhos,
br,rn,goianinha,Goianinha,
br,rn,governador.dix.sept.rosado,Governador Dix-Sept Rosado,
br,rn,grossos,Grossos,
br,rn,guamare,Guamaré,
br,rn,ielmo.marinho,Ielmo Marinho,
br,rn,ipanguacu,Ipanguaçu,
br,rn,ipueira,Ipueira,
br,rn,itaja,Itajá,
br,rn,itau,Itaú,
br,rn,jacana,Jaçanã,
br,rn,jandaira,Jandaíra,
br,rn,janduis,Janduís,
br,rn,japi,Japi,
br,rn,jardim.angicos,Jardim de Angicos,
br,rn,jardim.piranhas,Jardim de Piranhas,
br,rn,jardim.serido,Jardim do Seridó,
br,rn,joao.camara,João Câmara,
br,rn,joao.dias,João Dias,
br,rn,jose.penha,José da Penha,
br,rn,jucurutu,Jucurutu,
br,rn,jundia,Jundiá,
br,rn,lagoa.d.anta,Lagoa d'Anta,
br,rn,lagoa.nova,Lagoa Nova,
br,rn,lagoa.pedras,Lagoa de Pedras,
br,rn,lagoa.salgada,Lagoa Salgada,
br,rn,lagoa.velhos,Lagoa de Velhos,
br,rn,lajes,Lajes,
br,rn,lajes.pintadas,Lajes Pintadas,
br,rn,lucrecia,Lucrécia,
br,rn,luis.gomes,Luís Gomes,
br,rn,macaiba,Macaíba,
br,rn,macau,Macau,
br,rn,major.sales,Major Sales,
br,rn,marcelino.vieira,Marcelino Vieira,
br,rn,martins,Martins,
br,rn,maxaranguape,Maxaranguape,
br,rn,messias.targino,Messias Targino,
br,rn,montanhas,Montanhas,
br,rn,monte.alegre,Monte Alegre,
br,rn,monte.gameleiras,Monte das Gameleiras,
br,rn,mossoro,Mossoró,
br,rn,natal,Natal,
br,rn,nisia.floresta,Nísia Floresta,
br,rn,nova.cruz,Nova Cruz,
br,rn,olho.d.agua.borges,Olho-d'Água do Borges,
br,rn,ouro.branco,Ouro Branco,
br,rn,parana,Paraná,
br,rn,parau,Paraú,
br,rn,parazinho,Parazinho,
br,rn,parelhas,Parelhas,
br,rn,parnamirim,Parnamirim,
br,rn,passa.fica,Passa e Fica,
br,rn,passagem,Passagem,
br,rn,patu,Patu,
br,rn,pau.ferros,Pau dos Ferros,
br,rn,pedra.grande,Pedra Grande,
br,rn,pedra.preta,Pedra Preta,
br,rn,pedro.avelino,Pedro Avelino,
br,rn,pedro.velho,Pedro Velho,
br,rn,pendencias,Pendências,
br,rn,piloes,Pilões,
br,rn,poco.branco,Poço Branco,
br,rn,portalegre,Portalegre,
br,rn,porto.mangue,Porto do Mangue,
br,rn,presidente.juscelino,Presidente Juscelino,
br,rn,pureza,Pureza,
br,rn,rafael.fernandes,Rafael Fernandes,
br,rn,rafael.godeiro,Rafael Godeiro,
br,rn,riacho.cruz,Riacho da Cruz,
br,rn,riacho.santana,Riacho de Santana,
br,rn,riachuelo,Riachuelo,
br,rn,rio.fogo,Rio do Fogo,
br,rn,rodolfo.fernandes,Rodolfo Fernandes,
br,rn,ruy.barbosa,Ruy Barbosa,
br,rn,santa.cruz,Santa Cruz,
br,rn,santa.maria,Santa Maria,
br,rn,santana.matos,Santana do Matos,
br,rn,santana.serido,Santana do Seridó,
br,rn,santo.antonio,Santo Antônio,
br,rn,sao.bento.norte,São Bento do Norte,
br,rn,sao.bento.trairi,São Bento do Trairí,
br,rn,sao.fernando,São Fernando,
br,rn,sao.francisco.oeste,São Francisco do Oeste,
br,rn,sao.goncalo.amarante,São Gonçalo do Amarante,
br,rn,sao.joao.sabugi,São João do Sabugi,
br,rn,sao.jose.campestre,São José do Campestre,
br,rn,sao.jose.mipibu,São José de Mipibu,
br,rn,sao.jose.serido,São José do Seridó,
br,rn,sao.miguel,São Miguel,
br,rn,sao.miguel.gostoso,São Miguel do Gostoso,
br,rn,sao.paulo.potengi,São Paulo do Potengi,
br,rn,sao.pedro,São Pedro,
br,rn,sao.rafael,São Rafael,
br,rn,sao.tome,São Tomé,
br,rn,sao.vicente,São Vicente,
br,rn,senador.eloi.souza,Senador Elói de Souza,
br,rn,senador.georgino.avelino,Senador Georgino Avelino,
br,rn,serra.mel,Serra do Mel,
br,rn,serra.negra.norte,Serra Negra do Norte,
br,rn,serra.sao.bento,Serra de São Bento,
br,rn,serrinha,Serrinha,
br,rn,serrinha.pintos,Serrinha dos Pintos,
br,rn,severiano.melo,Severiano Melo,
br,rn,sitio.novo,Sítio Novo,
br,rn,taboleiro.grande,Taboleiro Grande,
br,rn,taipu,Taipu,
br,rn,tangara,Tangará,
br,rn,tenente.ananias,Tenente Ananias,
br,rn,tenente.laurentino.cruz,Tenente Laurentino Cruz,
br,rn,tibau,Tibau,
br,rn,tibau.sul,Tibau do Sul,
br,rn,timbauba.batistas,Timbaúba dos Batistas,
br,rn,touros,Touros,
br,rn,triunfo.potiguar,Triunfo Potiguar,
br,rn,umarizal,Umarizal,
br,rn,upanema,Upanema,
br,rn,varzea,Várzea,
br,rn,venha.ver,Venha-Ver,
br,rn,vera.cruz,Vera Cruz,
br,rn,vicosa,Viçosa,
br,rn,vila.flor,Vila Flor,
br,ro,alta.floresta.d.oeste,Alta Floresta D'Oeste,
br,ro,alto.alegre.parecis,Alto Alegre dos Parecis,
br,ro,alto.paraiso,Alto Paraíso,
br,ro,alvorada.d.oeste,Alvorada D'Oeste,
br,ro,ariquemes,Ariquemes,
br,ro,buritis,Buritis,
br,ro,cabixi,Cabixi,
br,ro,cacaulandia,Cacaulândia,
br,ro,cacoal,Cacoal,
br,ro,campo.novo.rondonia,Campo Novo de Rondônia,
br,ro,candeias.jamari,Candeias do Jamari,
br,ro,castanheiras,Castanheiras,
br,ro,cerejeiras,Cerejeiras,
br,ro,chupinguaia,Chupinguaia,
br,ro,colorado.oeste,Colorado do Oeste,
br,ro,corumbiara,Corumbiara,
br,ro,costa.marques,Costa Marques,
br,ro,cujubim,Cujubim,
br,ro,espigao.d.oeste,Espigão D'Oeste,
br,ro,governador.jorge.teixeira,Governador Jorge Teixeira,
br,ro,guajara.mirim,Guajará-Mirim,
br,ro,itapua.oeste,Itapuã do Oeste,
br,ro,jaru,Jaru,
br,ro,ji.parana,Ji-Paraná,
br,ro,machadinho.d.oeste,Machadinho D'Oeste,
br,ro,ministro.andreazza,Ministro Andreazza,
br,ro,mirante.serra,Mirante da Serra,
br,ro,monte.negro,Monte Negro,
br,ro,nova.brasilandia.d.oeste,Nova Brasilândia D'Oeste,
br,ro,nova.mamore,Nova Mamoré,
br,ro,nova.uniao,Nova União,
br,ro,novo.horizonte.oeste,Novo Horizonte do Oeste,
br,ro,ouro.preto.oeste,Ouro Preto do Oeste,
br,ro,parecis,Parecis,
br,ro,pimenta.bueno,Pimenta Bueno,
br,ro,pimenteiras.oeste,Pimenteiras do Oeste,
br,ro,porto.velho,Porto Velho,
br,ro,presidente.medici,Presidente Médici,
br,ro,primavera.rondonia,Primavera de Rondônia,
br,ro,rio.crespo,Rio Crespo,
br,ro,rolim.moura,Rolim de Moura,
br,ro,santa.luzia.d.oeste,Santa Luzia D'Oeste,
br,ro,sao.felipe.d.oeste,São Felipe D'Oeste,
br,ro,sao.francisco.guapore,São Francisco do Guaporé,
br,ro,sao.miguel.guapore,São Miguel do Guaporé,
br,ro,seringueiras,Seringueiras,
br,ro,teixeiropolis,Teixeirópolis,
br,ro,theobroma,Theobroma,
br,ro,urupa,Urupá,
br,ro,vale.anari,Vale do Anari,
br,ro,vale.paraiso,Vale do Paraíso,
br,ro,vilhena,Vilhena,
br,rr,alto.alegre,Alto Alegre,
br,rr,amajari,Amajari,
br,rr,boa.vista,Boa Vista,
br,rr,bonfim,Bonfim,
br,rr,canta,Cantá,
br,rr,caracarai,Caracaraí,
br,rr,caroebe,Caroebe,
br,rr,iracema,Iracema,
br,rr,mucajai,Mucajaí,
br,rr,normandia,Normandia,
br,rr,pacaraima,Pacaraima,
br,rr,rorainopolis,Rorainópolis,
br,rr,sao.joao.baliza,São João da Baliza,
br,rr,sao.luiz,São Luiz,
br,rr,uiramuta,Uiramutã,
br,rs,acegua,Aceguá,
br,rs,agua.santa,Água Santa,
br,rs,agudo,Agudo,
br,rs,ajuricaba,Ajuricaba,
br,rs,alecrim,Alecrim,
br,rs,alegrete,Alegrete,
br,rs,alegria,Alegria,
br,rs,almirante.tamandare.sul,Almirante Tamandaré do Sul,
br,rs,alpestre,Alpestre,
br,rs,alto.alegre,Alto Alegre,
br,rs,alto.feliz,Alto Feliz,
br,rs,alvorada,Alvorada,
br,rs,amaral.ferrador,Amaral Ferrador,
br,rs,ametista.sul,Ametista do Sul,
br,rs,andre.rocha,André da Rocha,
br,rs,anta.gorda,Anta Gorda,
br,rs,antonio.prado,Antônio Prado,
br,rs,arambare,Arambaré,
br,rs,ararica,Araricá,
br,rs,aratiba,Aratiba,
br,rs,arroio.grande,Arroio Grande,
br,rs,arroio.meio,Arroio do Meio,
br,rs,arroio.padre,Arroio do Padre,
br,rs,arroio.ratos,Arroio dos Ratos,
br,rs,arroio.sal,Arroio do Sal,
br,rs,arroio.tigre,Arroio do Tigre,
br,rs,arvorezinha,Arvorezinha,
br,rs,augusto.pestana,Augusto Pestana,
br,rs,aurea,Áurea,
br,rs,bage,Bagé,
br,rs,balneario.pinhal,Balneário Pinhal,
br,rs,barao,Barão,
br,rs,barao.cotegipe,Barão de Cotegipe,
br,rs,barao.triunfo,Barão do Triunfo,
br,rs,barra.funda,Barra Funda,
br,rs,barra.guarita,Barra do Guarita,
br,rs,barra.quarai,Barra do Quaraí,
br,rs,barra.ribeiro,Barra do Ribeiro,
br,rs,barra.rio.azul,Barra do Rio Azul,
br,rs,barracao,Barracão,
br,rs,barros.cassal,Barros Cassal,
br,rs,benjamin.constant.sul,Benjamin Constant do Sul,
br,rs,bento.goncalves,Bento Gonçalves,
br,rs,boa.vista.burica,Boa Vista do Buricá,
br,rs,boa.vista.cadeado,Boa Vista do Cadeado,
br,rs,boa.vista.incra,Boa Vista do Incra,
br,rs,boa.vista.missoes,Boa Vista das Missões,
br,rs,boa.vista.sul,Boa Vista do Sul,
br,rs,bom.jesus,Bom Jesus,
br,rs,bom.principio,Bom Princípio,
br,rs,bom.progresso,Bom Progresso,
br,rs,bom.retiro.sul,Bom Retiro do Sul,
br,rs,boqueirao.leao,Boqueirão do Leão,
br,rs,bossoroca,Bossoroca,
br,rs,bozano,Bozano,
br,rs,braga,Braga,
br,rs,brochier,Brochier,
br,rs,butia,Butiá,
br,rs,cacapava.sul,Caçapava do Sul,
br,rs,cacequi,Cacequi,
br,rs,cachoeira.sul,Cachoeira do Sul,
br,rs,cachoeirinha,Cachoeirinha,
br,rs,cacique.doble,Cacique Doble,
br,rs,caibate,Caibaté,
br,rs,caicara,Caiçara,
br,rs,camaqua,Camaquã,
br,rs,camargo,Camargo,
br,rs,cambara.sul,Cambará do Sul,
br,rs,campestre.serra,Campestre da Serra,
br,rs,campina.missoes,Campina das Missões,
br,rs,campinas.sul,Campinas do Sul,
br,rs,campo.bom,Campo Bom,
br,rs,campo.novo,Campo Novo,
br,rs,campos.borges,Campos Borges,
br,rs,candelaria,Candelária,
br,rs,candido.godoi,Cândido Godói,
br,rs,candiota,Candiota,
br,rs,canela,Canela,
br,rs,cangucu,Canguçu,
br,rs,canoas,Canoas,
br,rs,canudos.vale,Canudos do Vale,
br,rs,capao.bonito.sul,Capão Bonito do Sul,
br,rs,capao.canoa,Capão da Canoa,
br,rs,capao.cipo,Capão do Cipó,
br,rs,capao.leao,Capão do Leão,
br,rs,capela.santana,Capela de Santana,
br,rs,capitao,Capitão,
br,rs,capivari.sul,Capivari do Sul,
br,rs,caraa,Caraá,
br,rs,carazinho,Carazinho,
br,rs,carlos.barbosa,Carlos Barbosa,
br,rs,carlos.gomes,Carlos Gomes,
br,rs,casca,Casca,
br,rs,caseiros,Caseiros,
br,rs,catuipe,Catuípe,
br,rs,caxias.sul,Caxias do Sul,
br,rs,centenario,Centenário,
br,rs,cerrito,Cerrito,
br,rs,cerro.branco,Cerro Branco,
br,rs,cerro.grande,Cerro Grande,
br,rs,cerro.grande.sul,Cerro Grande do Sul,
br,rs,cerro.largo,Cerro Largo,
br,rs,chapada,Chapada,
br,rs,charqueadas,Charqueadas,
br,rs,charrua,Charrua,
br,rs,chiapetta,Chiapetta,
br,rs,chui,Chuí,
br,rs,chuvisca,Chuvisca,
br,rs,cidreira,Cidreira,
br,rs,ciriaco,Ciríaco,
br,rs,colinas,Colinas,
br,rs,colorado,Colorado,
br,rs,condor,Condor,
br,rs,constantina,Constantina,
br,rs,coqueiro.baixo,Coqueiro Baixo,
br,rs,coqueiros.sul,Coqueiros do Sul,
br,rs,coronel.barros,Coronel Barros,
br,rs,coronel.bicaco,Coronel Bicaco,
br,rs,coronel.pilar,Coronel Pilar,
br,rs,cotipora,Cotiporã,
br,rs,coxilha,Coxilha,
br,rs,crissiumal,Crissiumal,
br,rs,cristal,Cristal,
br,rs,cristal.sul,Cristal do Sul,
br,rs,cruz.alta,Cruz Alta,
br,rs,cruzaltense,Cruzaltense,
br,rs,cruzeiro.sul,Cruzeiro do Sul,
br,rs,david.canabarro,David Canabarro,
br,rs,derrubadas,Derrubadas,
br,rs,dezesseis.novembro,Dezesseis de Novembro,
br,rs,dilermando.aguiar,Dilermando de Aguiar,
br,rs,dois.irmaos,Dois Irmãos,
br,rs,dois.irmaos.missoes,Dois Irmãos das Missões,
br,rs,dois.lajeados,Dois Lajeados,
br,rs,dom.feliciano,Dom Feliciano,
br,rs,dom.pedrito,Dom Pedrito,
br,rs,dom.pedro.alcantara,Dom Pedro de Alcântara,
br,rs,dona.francisca,Dona Francisca,
br,rs,doutor.mauricio.cardoso,Doutor Maurício Cardoso,
br,rs,doutor.ricardo,Doutor Ricardo,
br,rs,eldorado.sul,Eldorado do Sul,
